Volcano Name,Country,Location,Latitude,Longitude,Elevation (m),Type,Status
St. Andrew Strait,Papua New Guinea,Admiralty Is-SW Paci,-2.38,147.35,270,Complex volcano,Historical
Baluan,United States,Admiralty Is-SW Paci,-2.57,147.28,254,Stratovolcano,Holocene
Central Bismarck Sea,United States,Admiralty Is-SW Paci,-3.03,147.78,-1300,Submarine volcano,Hydrophonic
Dacht-I-Navar Group,Afghanistan,Afghanistan,33.95,67.92,3800,Lava dome,Holocene
Vakak Group,Afghanistan,Afghanistan,34.25,67.97,3190,Volcanic field,Holocene
Karisimbi,"Congo, DRC",Africa-C,-1.506,29.45,4490,Stratovolcano,Holocene
May-ya-moto,"Congo, DRC",Africa-C,-0.93,29.33,950,Fumarole field,Fumarolic
Nyamulagira,"Congo, DRC",Africa-C,-1.408,29.2,3058,Shield volcano,Historical
Nyiragongo,"Congo, DRC",Africa-C,-1.52,29.25,3470,Stratovolcano,Historical
Tshibinda,"Congo, DRC",Africa-C,-2.32,28.75,1460,Cinder cone,Holocene
Visoke,Rwanda,Africa-C,-1.458,29.485,3696,Stratovolcano,Historical
Bufumbira,Uganda,Africa-C,-1.304,29.683,2100,Cinder cone,Holocene
Bunyaruguru,Uganda,Africa-C,-0.2,30.08,1554,Explosion crater,Holocene
Fort Portal,Uganda,Africa-C,0.7,30.25,1615,Tuff cone,Holocene
Katunga,Uganda,Africa-C,-0.471,30.191,1707,Tuff cone,Holocene
Katwe-Kikorongo,Uganda,Africa-C,-0.08,29.92,1067,Tuff cone,Holocene
Kyatwa,Uganda,Africa-C,0.45,30.25,1430,Tuff cone,Holocene
Muhavura,Uganda,Africa-C,-1.383,29.678,4103,Stratovolcano,Holocene
"Barrier, The",Kenya,Africa-E,2.32,36.57,1032,Shield volcano,Historical
Central Island,Kenya,Africa-E,3.496,36.04,518,Stratovolcano,Holocene
Chyulu Hills,Kenya,Africa-E,-2.68,37.88,2188,Volcanic field,Anthropology
"Eburru, Ol Doinyo",Kenya,Africa-E,-0.65,36.22,2856,Complex volcano,Holocene
Elmenteita Badlands,Kenya,Africa-E,-0.52,36.27,2126,Pyroclastic cone,Holocene
Emuruangogolak,Kenya,Africa-E,1.5,36.33,1285,Shield volcano,Radiocarbon
Homa Mountain,Kenya,Africa-E,-0.38,34.5,1751,Complex volcano,Holocene
Korosi,Kenya,Africa-E,0.77,36.12,1446,Shield volcano,Holocene
Longonot,Kenya,Africa-E,-0.914,36.446,2776,Stratovolcano,Anthropology
Marsabit,Kenya,Africa-E,2.32,37.97,1707,Shield volcano,Holocene
Mega Volcanic Field,Kenya,Africa-E,3.971,38.213,1500,Pyroclastic cone,Holocene
Menengai,Kenya,Africa-E,-0.2,36.07,2278,Shield volcano,Tephrochronology
Namarunu,Kenya,Africa-E,1.98,36.43,817,Shield volcano,Tephrochronology
North Island,Kenya,Africa-E,4.059,36.049,490,Tuff cone,Holocene
Nyambeni Hills,Kenya,Africa-E,0.23,37.87,750,Shield volcano,Holocene
Ol Kokwe,Kenya,Africa-E,0.62,36.075,1130,Shield volcano,Holocene
Olkaria,Kenya,Africa-E,-0.904,36.292,2434,Pumice cone,Radiocarbon
Paka,Kenya,Africa-E,0.92,36.18,1697,Shield volcano,Ar/Ar
Segererua Plateau,Kenya,Africa-E,1.57,37.9,699,Pyroclastic cone,Holocene
Silali,Kenya,Africa-E,1.15,36.23,1528,Shield volcano,Ar/Ar
South Island,Kenya,Africa-E,2.63,36.6,800,Stratovolcano,Historical
Suswa,Kenya,Africa-E,-1.151,36.357,2356,Shield volcano,Holocene
Igwisi Hills,Tanzania,Africa-E,-4.889,31.933,1146,Tuff cone,Holocene
Izumbwe-Mpoli,Tanzania,Africa-E,-8.93,33.4,1568,Pyroclastic cone,Holocene
Kilimanjaro,Tanzania,Africa-E,-3.07,37.35,5895,Stratovolcano,Holocene
Kyejo,Tanzania,Africa-E,-9.229,33.792,2176,Stratovolcano,Historical
"Lengai, Ol Doinyo",Tanzania,Africa-E,-2.764,35.914,2962,Stratovolcano,Historical
Meru,Tanzania,Africa-E,-3.244,36.75,4550,Stratovolcano,Historical
Ngozi,Tanzania,Africa-E,-8.989,33.554,2614,Caldera,Holocene
Rungwe,Tanzania,Africa-E,-9.135,33.668,2953,Stratovolcano,Holocene
SW Usangu Basin,Tanzania,Africa-E,-8.75,33.8,2179,Lava dome,Holocene
Atakor Volcanic Field,Algeria,Africa-N,23.33,5.83,2918,Scoria cones,Holocene
Manzaz Volcanic Field,Algeria,Africa-N,23.92,5.83,1672,Scoria cones,Holocene
Tahalra Volcanic Field,Algeria,Africa-N,22.67,5,1467,Pyroclastic cones,Holocene
"Koussi, Emi",Chad,Africa-N,19.8,18.53,3415,Stratovolcano,Holocene
Todra Volcanic Field,Chad,Africa-N,17.68,8.5,1780,Volcanic field,Holocene
"Toh, Tarso",Chad,Africa-N,21.33,16.33,2000,Volcanic field,Holocene
"Tousside, Tarso",Chad,Africa-N,21.03,16.45,3265,Stratovolcano,Holocene
"Voon, Tarso",Chad,Africa-N,20.92,17.28,3100,Stratovolcano,Fumarolic
Haruj,Libya,Africa-N,27.25,17.5,1200,Scoria cone,Holocene
Wau-en-Namus,Libya,Africa-N,25.05,17.55,547,Caldera,Holocene?
Tin Zaouatene Volcanic Field,Mali,Africa-N,19.83,2.83,700,Volcanic field,Holocene
Bayuda Volcanic Field,Sudan,Africa-N,18.33,32.75,670,Cinder cone,Radiocarbon
Kutum Volcanic Field,Sudan,Africa-N,14.57,25.85,1779,Scoria cone,Holocene
"Marra, Jebel",Sudan,Africa-N,12.95,24.27,3042,Volcanic field,Radiocarbon
Meidob Volcanic Field,Sudan,Africa-N,15.32,26.47,2000,Scoria cone,Holocene
Ardoukoba,Djibouti,Africa-NE,11.58,42.47,298,Fissure vent,Historical
Mousa Alli,Djibouti,Africa-NE,12.469,42.404,1993,Stratovolcano,Holocene
Alid,Eritrea,Africa-NE,14.88,39.92,904,Stratovolcano,Holocene
Assab Volcanic Field,Eritrea,Africa-NE,12.95,42.43,987,Volcanic field,Holocene
Dubbi,Eritrea,Africa-NE,13.579,41.809,1625,Stratovolcano,Historical
Gufa,Eritrea,Africa-NE,12.55,42.53,600,Volcanic field,Holocene
Jalua,Eritrea,Africa-NE,15.042,39.82,713,Stratovolcano,Holocene
Nabro,Eritrea,Africa-NE,13.37,41.7,2218,Stratovolcano,Holocene
Adwa,Ethiopia,Africa-NE,10.063,40.831,1670,Stratovolcano,Holocene
Afdera,Ethiopia,Africa-NE,13.088,40.853,1250,Stratovolcano,Holocene
Alayta,Ethiopia,Africa-NE,12.888,40.573,1496,Shield volcano,Historical
Ale Bagu,Ethiopia,Africa-NE,13.512,40.631,988,Stratovolcano,Holocene
Alu-Dalafilla,Ethiopia,Africa-NE,13.793,40.553,578,Fissure vent,Holocene
Aluto,Ethiopia,Africa-NE,7.77,38.78,2335,Stratovolcano,Holocene
Asavyo,Ethiopia,Africa-NE,13.098,41.599,1338,Shield volcano,Holocene
Ayelu,Ethiopia,Africa-NE,10.082,40.702,2145,Stratovolcano,Holocene
Beru,Ethiopia,Africa-NE,8.95,39.75,1100,Volcanic field,Holocene
Bilate River Field,Ethiopia,Africa-NE,7.07,38.1,1700,Maar,Holocene
Bishoftu Volcanic Field,Ethiopia,Africa-NE,8.78,38.98,1850,Fissure vent,Holocene
Bora Ale,Ethiopia,Africa-NE,13.725,40.6,668,Stratovolcano,Holocene
Bora-Bericcio,Ethiopia,Africa-NE,8.221,39.05,2267,Pumice cone,Holocene
Borawli,Ethiopia,Africa-NE,13.304,40.987,784,Stratovolcano,Holocene
Borawli Complex,Ethiopia,Africa-NE,11.63,41.45,875,Lava dome,Holocene
Boset-Bericha,Ethiopia,Africa-NE,8.558,39.475,2447,Stratovolcano,Holocene
Butajiri-Silti Field,Ethiopia,Africa-NE,8.05,38.35,2281,Fissure vent,Holocene
Chiracha,Ethiopia,Africa-NE,6.65,38.12,1636,Stratovolcano,Holocene
Corbetti Caldera,Ethiopia,Africa-NE,7.193,38.39,2320,Caldera,Holocene
Dabbahu,Ethiopia,Africa-NE,12.595,40.48,1401,Stratovolcano,Holocene
Dabbayra,Ethiopia,Africa-NE,12.38,40.07,1302,Shield volcano,Holocene
Dalaffilla,Ethiopia,Africa-NE,13.792,40.55,613,Stratovolcano,Holocene
Dallol,Ethiopia,Africa-NE,14.242,40.3,-48,Explosion crater,Historical
Dama Ali,Ethiopia,Africa-NE,11.28,41.63,1068,Shield volcano,Historical
Dofan,Ethiopia,Africa-NE,9.35,40.13,1151,Stratovolcano,Holocene
East Chamo Basin,Ethiopia,Africa-NE,5.708,37.713,1150,Cinder cone,Holocene
East Ziway,Ethiopia,Africa-NE,7.874,38.902,1889,Fissure vent,Holocene
Erta Ale,Ethiopia,Africa-NE,13.6,40.67,613,Shield volcano,Historical
Fentale,Ethiopia,Africa-NE,8.975,39.93,2007,Stratovolcano,Historical
Gabillema,Ethiopia,Africa-NE,11.08,41.27,1459,Stratovolcano,Holocene
Gada Ale,Ethiopia,Africa-NE,13.975,40.408,287,Stratovolcano,Holocene
Gedamsa,Ethiopia,Africa-NE,8.357,39.188,1873,Caldera,Holocene
Groppo,Ethiopia,Africa-NE,11.816,40.242,852,Stratovolcano,Holocene
Hayli Gubbi,Ethiopia,Africa-NE,13.51,40.722,493,Shield volcano,Holocene
Hertali,Ethiopia,Africa-NE,9.78,40.33,900,Fissure vent,Holocene
Hobicha Caldera,Ethiopia,Africa-NE,6.78,37.83,1800,Caldera,Holocene
Kone,Ethiopia,Africa-NE,8.788,39.701,1380,Caldera,Historical
Korath Range,Ethiopia,Africa-NE,5.1,35.88,912,Tuff cone,Holocene
Kurub,Ethiopia,Africa-NE,11.88,41.208,625,Shield volcano,Holocene
Liado Hayk,Ethiopia,Africa-NE,9.57,40.28,878,Maar,Holocene
Ma Alalta,Ethiopia,Africa-NE,13.013,40.185,1745,Stratovolcano,Holocene
Mallahle,Ethiopia,Africa-NE,13.27,41.65,1875,Stratovolcano,Holocene
Manda Hararo,Ethiopia,Africa-NE,12.17,40.82,600,Shield volcano,Holocene
Manda-Inakir,Ethiopia,Africa-NE,12.38,42.2,600,Fissure vent,Historical
Mat Ala,Ethiopia,Africa-NE,13.106,41.161,493,Shield volcano,Holocene
Northern Lake Abaya Volcanic Field,Ethiopia,Africa-NE,6.76,37.97,1594,Volcanic field,
O'a Caldera,Ethiopia,Africa-NE,7.47,38.58,2075,Stratovolcano,Holocene
Sodore,Ethiopia,Africa-NE,8.43,39.35,1765,Pyroclastic cone,Holocene
Sork Ale,Ethiopia,Africa-NE,13.18,41.725,1611,Stratovolcano,Holocene
Tat Ali,Ethiopia,Africa-NE,13.284,41.063,655,Shield volcano,Holocene
Tepi,Ethiopia,Africa-NE,7.42,35.43,2728,Shield volcano,Holocene
Tosa Sucha,Ethiopia,Africa-NE,5.92,37.57,1650,Cinder cone,Holocene
Tullu Moye,Ethiopia,Africa-NE,8.159,39.137,2343,Pumice cone,Anthropology
Yangudi,Ethiopia,Africa-NE,10.58,41.042,1383,Complex volcano,Holocene
Cameroon,Cameroon,Africa-W,4.203,9.17,4095,Stratovolcano,Historical
Manengouba,Cameroon,Africa-W,5.03,9.83,2411,Stratovolcano,Holocene
Oku Volcanic Field,Cameroon,Africa-W,6.25,10.5,3011,Maar,Radiocarbon
Tombel Graben,Cameroon,Africa-W,4.758,9.717,500,Cinder cones,Holocene
San Carlos,Equatorial Guinea,Africa-W,3.35,8.52,2260,Shield volcano,Holocene
San Joaquin,Equatorial Guinea,Africa-W,3.35,8.63,2009,Shield volcano,Holocene
Santa Isabel,Equatorial Guinea,Africa-W,3.588,8.762,2999,Shield volcano,Historical
Sao Tome,Sao Tome & Principe,Africa-W,0.32,6.72,2024,Shield volcano,Holocene
Aniakchak,United States,Alaska Peninsula,56.88,-158.17,1341,Caldera,Historical
Black Peak,United States,Alaska Peninsula,56.552,-158.785,1032,Stratovolcano,Radiocarbon
Chiginagak,United States,Alaska Peninsula,57.135,-156.99,2221,Stratovolcano,Historical
Dana,United States,Alaska Peninsula,55.641,-161.214,1354,Stratovolcano,Radiocarbon
Denison,United States,Alaska Peninsula,58.418,-154.449,2287,Stratovolcano,Uncertain
Douglas,United States,Alaska Peninsula,58.855,-153.542,2140,Stratovolcano,Fumarolic
Dutton,United States,Alaska Peninsula,55.183,-162.276,1465,Stratovolcano,Holocene
Emmons Lake,United States,Alaska Peninsula,55.341,-162.073,1436,Caldera,Holocene
Fourpeaked,United States,Alaska Peninsula,58.77,-153.672,2105,Stratovolcano,Uncertain
Frosty,United States,Alaska Peninsula,55.067,-162.835,1728,Stratovolcano,Holocene
Griggs,United States,Alaska Peninsula,58.354,-155.092,2317,Stratovolcano,Holocene
Kaguyak,United States,Alaska Peninsula,58.608,-154.028,901,Stratovolcano,Holocene
Katmai,United States,Alaska Peninsula,58.28,-154.963,2047,Stratovolcano,Historical
Kialagvik,United States,Alaska Peninsula,57.203,-156.745,1677,Stratovolcano,Holocene
Kukak,United States,Alaska Peninsula,58.453,-154.355,2043,Stratovolcano,Fumarolic
Kupreanof,United States,Alaska Peninsula,56.011,-159.797,1895,Stratovolcano,Historical
Mageik,United States,Alaska Peninsula,58.195,-155.253,2165,Stratovolcano,Historical
Martin,United States,Alaska Peninsula,58.172,-155.361,1863,Stratovolcano,Historical
Novarupta,United States,Alaska Peninsula,58.27,-155.157,841,Caldera,Historical
Pavlof,United States,Alaska Peninsula,55.417,-161.894,2493,Stratovolcano,Historical
Pavlof Sister,United States,Alaska Peninsula,55.457,-161.854,2142,Stratovolcano,Historical
Snowy Mountain,United States,Alaska Peninsula,58.336,-154.682,2162,Stratovolcano,Fumarolic
Steller,United States,Alaska Peninsula,58.43,-154.4,2272,Unknown,Uncertain
Stepovak Bay 2,United States,Alaska Peninsula,55.913,-160.041,1323,Cinder cone,Holocene
Stepovak Bay 3,United States,Alaska Peninsula,55.929,-160.002,1555,Cinder cone,Holocene?
Stepovak Bay 4,United States,Alaska Peninsula,55.954,-159.954,1557,Stratovolcano,Pleistocene
Stepovak Bay Group,United States,Alaska Peninsula,55.917,-160.017,1633,Volcanic field,Holocene
Trident,United States,Alaska Peninsula,58.236,-155.1,1864,Stratovolcano,Historical
Ugashik-Peulik,United States,Alaska Peninsula,57.751,-156.368,1474,Stratovolcano,Historical
Ukinrek Maars,United States,Alaska Peninsula,57.832,-156.51,91,Maar,Historical
Veniaminof,United States,Alaska Peninsula,56.17,-159.38,2507,Stratovolcano,Historical
Yantarni,United States,Alaska Peninsula,57.019,-157.185,1345,Stratovolcano,Tephrochronology
Buzzard Creek,United States,Alaska-E,64.062,-148.433,830,Tuff rings,Radiocarbon
Churchill,United States,Alaska-E,61.38,-141.75,5005,Stratovolcano,Radiocarbon
Gordon,United States,Alaska-E,62.13,-143.08,2755,Cinder cone,Holocene
Sanford,United States,Alaska-E,62.22,-144.13,4949,Shield volcano,Holocene
Wrangell,United States,Alaska-E,62.006,-144.017,4278,Shield volcano,Historical
Behm Canal-Rudyerd Bay,United States,Alaska-SE,55.32,-131.05,500,Cinder cone,Holocene
Duncan Canal,United States,Alaska-SE,56.5,-133.1,15,Unknown,Holocene
Edgecumbe,United States,Alaska-SE,57.05,-135.75,970,Stratovolcano,Radiocarbon
Tlevak Strait-Suemez Island,United States,Alaska-SE,55.25,-133.3,50,Volcanic field,Holocene
Augustine,United States,Alaska-SW,59.363,-153.43,1252,Lava dome,Historical
Hayes,United States,Alaska-SW,61.64,-152.411,3034,Stratovolcano,Radiocarbon
Iliamna,United States,Alaska-SW,60.032,-153.09,3053,Stratovolcano,Historical
Redoubt,United States,Alaska-SW,60.485,-152.742,3108,Stratovolcano,Historical
Spurr,United States,Alaska-SW,61.299,-152.251,3374,Stratovolcano,Historical
Espenberg,United States,Alaska-W,66.35,-164.33,243,Volcanic field,Tephrochronology
Imuruk Lake,United States,Alaska-W,65.517,-163.45,610,Shield volcano,Holocene
Imuruk Lake,United States,Alaska-W,65.6,-163.92,610,Shield volcano,Radiocarbon
Ingakslugwat Hills,United States,Alaska-W,61.43,-164.47,190,Cinder cone,Holocene
Kookooligit Mountains,United States,Alaska-W,63.6,-170.43,673,Shield volcano,Holocene
St. Michael,United States,Alaska-W,63.45,-162.12,715,Shield volcano,Anthropology
St. Paul Island,United States,Alaska-W,57.18,-170.3,203,Shield,
Akutan,United States,Aleutian Is,54.134,-165.986,1303,Stratovolcano,Historical
Amak,United States,Aleutian Is,55.424,-163.149,488,Stratovolcano,Historical
Amukta,United States,Aleutian Is,52.5,-171.252,1066,Stratovolcano,Historical
Atka Volcanic Complex,United States,Aleutian Is,52.331,-174.139,1518,Stratovolcano,Historical
Bobrof,United States,Aleutian Is,51.91,-177.438,738,Stratovolcano,Holocene
Bogoslof,United States,Aleutian Is,53.93,-168.03,150,Submarine volcano,Historical
Buldir,United States,Aleutian Is,52.35,175.911,656,Stratovolcano,Holocene
Carlisle,United States,Aleutian Is,52.894,-170.054,1620,Stratovolcano,Historical
Chagulak,United States,Aleutian Is,52.577,-171.13,1142,Stratovolcano,Holocene
Cleveland,United States,Aleutian Is,52.825,-169.944,1730,Stratovolcano,Historical
Davidof,United States,Aleutian Is,51.97,178.33,328,Stratovolcano,Holocene
Fisher,United States,Aleutian Is,54.65,-164.43,1112,Stratovolcano,Historical
Gareloi,United States,Aleutian Is,51.79,-178.794,1573,Stratovolcano,Historical
Great Sitkin,United States,Aleutian Is,52.076,-176.13,1740,Stratovolcano,Historical
Herbert,United States,Aleutian Is,52.742,-170.111,1280,Stratovolcano,Holocene
Isanotski,United States,Aleutian Is,54.765,-163.723,2446,Stratovolcano,Historical
Kagamil,United States,Aleutian Is,52.974,-169.72,893,Stratovolcano,Historical
Kanaga,United States,Aleutian Is,51.923,-177.168,1307,Stratovolcano,Historical
Kasatochi,United States,Aleutian Is,52.177,-175.508,314,Stratovolcano,Historical
Kiska,United States,Aleutian Is,52.103,177.602,1220,Stratovolcano,Historical
Koniuji,United States,Aleutian Is,52.22,-175.13,273,Stratovolcano,Uncertain
Korovin,United States,Aleutian Is,52.381,-174.166,1518,Stratovolcano(es),
Little Sitkin,United States,Aleutian Is,51.95,178.543,1174,Stratovolcano,Historical
Makushin,United States,Aleutian Is,53.891,-166.923,1800,Stratovolcano,Historical
Moffett,United States,Aleutian Is,51.944,-176.747,1196,Stratovolcano,Holocene
Okmok,United States,Aleutian Is,53.43,-168.13,1073,Shield volcano,Historical
Recheschnoi,United States,Aleutian Is,53.157,-168.539,1984,Stratovolcano,Holocene
Roundtop,United States,Aleutian Is,54.8,-163.589,1871,Stratovolcano,Holocene
Seguam,United States,Aleutian Is,52.315,-172.51,1054,Stratovolcano,Historical
Segula,United States,Aleutian Is,52.015,178.136,1160,Stratovolcano,Holocene
Semisopochnoi,United States,Aleutian Is,51.93,179.58,1221,Stratovolcano,Historical
Sergief,United States,Aleutian Is,52.03,-174.93,560,Stratovolcano,Uncertain
Shishaldin,United States,Aleutian Is,54.756,-163.97,2857,Stratovolcano,Historical
Takawangha,United States,Aleutian Is,51.873,-178.006,1449,Stratovolcano,Holocene
Tana,United States,Aleutian Is,52.83,-169.77,1170,Stratovolcanoes,Holocene
Tanaga,United States,Aleutian Is,51.885,-178.146,1806,Stratovolcano,Historical
Uliaga,United States,Aleutian Is,53.065,-169.77,888,Stratovolcano,Holocene
Vsevidof,United States,Aleutian Is,53.13,-168.693,2149,Stratovolcano,Historical
Westdahl,United States,Aleutian Is,54.516,-164.65,1563,Stratovolcano,Historical
Yunaska,United States,Aleutian Is,52.643,-170.629,550,Shield volcano,Historical
Barren Island,India,Andaman Is-Indian O,12.278,93.858,354,Stratovolcano,Historical
Narcondum,India,Andaman Is-Indian O,13.43,94.28,710,Stratovolcano,Holocene
Andrus,Antarctica,Antarctica,-75.8,-132.33,2978,Shield volcano,Holocene
Berlin,Antarctica,Antarctica,-76.05,-136,3478,Shield volcano,Fumarolic
Bridgeman Island,Antarctica,Antarctica,-62.063,-56.713,240,Stratovolcano,Holocene
Bristol Island,Antarctica,Antarctica,-59.017,-26.533,1100,Stratovolcano,Historical
Buckle Island,Antarctica,Antarctica,-66.78,163.25,1239,Stratovolcano,Historical
Candlemas Island,Antarctica,Antarctica,-57.08,-26.67,550,Stratovolcano,Historical
Deception Island,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,Historical
Erebus,Antarctica,Antarctica,-77.53,167.17,3794,Stratovolcano,Historical
Hodson,Antarctica,Antarctica,-56.712,-27.176,835,Stratovolcano,Holocene
Hudson Mountains,Antarctica,Antarctica,-74.33,-99.42,749,Stratovolcano,Uncertain
Leskov Island,Antarctica,Antarctica,-56.656,-28.14,190,Stratovolcano,Fumarolic
Lindenberg Island,Antarctica,Antarctica,-65.03,-60.05,368,Pyroclastic cone,Uncertain
Melbourne,Antarctica,Antarctica,-74.35,164.7,2732,Stratovolcano,Tephrochronology
Melville,Antarctica,Antarctica,-62.02,-57.67,549,Stratovolcano,
Montagu Island,Antarctica,Antarctica,-58.445,-26.374,1370,Shield volcano,Historical
Morning,Antarctica,Antarctica,-78.5,163.53,2723,Shield volcano,Holocene
Mount Haddington Volc Field,Antarctica,Antarctica,-64.15,-57.75,1630,Shield,Holocene
Paulet,Antarctica,Antarctica,-63.579,-55.78,353,Cinder cone,Holocene
Penguin Island,Antarctica,Antarctica,-62.1,-57.93,180,Stratovolcano,Lichenometry
Peter I Island,Antarctica,Antarctica,-68.85,-90.58,1640,Shield volcano,Holocene
"Pleiades, The",Antarctica,Antarctica,-72.67,165.5,3040,Stratovolcano,K-Ar
Protector Seamounts,Antarctica,Antarctica,-55.912,-28.167,-55,Submarine volcano,Historical
Royal Society Range,Antarctica,Antarctica,-78.25,163.33,3000,Cinder cone,Holocene
Saunders,Antarctica,Antarctica,-57.8,-26.483,843,Stratovolcano,Historical
Seal Nunataks Group,Antarctica,Antarctica,-65.03,-60.05,368,Pyroclastic cone,Historical
Siple,Antarctica,Antarctica,-73.43,-126.67,3110,Shield volcano,Holocene
Southern Thule,Antarctica,Antarctica,-59.442,-27.225,1075,Stratovolcano,Historical
Sturge Island,Antarctica,Antarctica,-67.4,164.83,1167,Stratovolcano,Uncertain
Takahe,Antarctica,Antarctica,-76.28,-112.08,3460,Shield volcano,Ice Core
Toney Mountain,Antarctica,Antarctica,-75.8,-115.83,3595,Shield volcano,Holocene
Waesche,Antarctica,Antarctica,-77.17,-126.88,3292,Shield volcano,Holocene
Young Island,Antarctica,Antarctica,-66.42,162.47,1340,Stratovolcano,Fumarolic
Zavodovski,Antarctica,Antarctica,-56.3,-27.57,551,Stratovolcano,Historical
"Arhab, Harra of",Yemen,Arabia-S,15.63,44.08,3100,Volcanic field,Historical
Balhaf-Bir Ali Volcanic Field,Yemen,Arabia-S,14.067,48.3,604,Volcanic field,Holocene
Bir Borhut,Yemen,Arabia-S,15.515,50.935,464,Volcanic field,Holocene
"Dhamar, Harras of",Yemen,Arabia-S,14.57,44.67,3500,Volcanic field,Historical
"Haylan, Jabal",Yemen,Arabia-S,15.4,45.1,1550,Volcanic field,Anthropology
"Marha, Jabal el-",Yemen,Arabia-S,15.245,44.236,2506,Tuff cone,Holocene
"Sawad, Harra Es-",Yemen,Arabia-S,13.58,46.12,1737,Volcanic field,Historical
"Ash Shaam, Harrat",Saudi Arabia,Arabia-W,32.333,37.583,1100,Volcanic field,Holocene
"Birk, Harrat al",Saudi Arabia,Arabia-W,18.37,41.63,587,Volcanic field,Holocene
"Ithnayn, Harrat",Saudi Arabia,Arabia-W,26.58,40.2,1625,Volcanic field,Holocene
"Khaybar, Harrat",Saudi Arabia,Arabia-W,25.5,40,2093,Volcanic field,Historical
"Kishb, Harrat",Saudi Arabia,Arabia-W,22.8,41.38,1475,Volcanic field,Holocene
"Lunayyir, Harrat",Saudi Arabia,Arabia-W,25.17,37.75,1370,Volcanic field,Historical
"Rahah, Harrat ar",Saudi Arabia,Arabia-W,27.8,36.17,1950,Volcanic field,Anthropology
"Rahat, Harrat",Saudi Arabia,Arabia-W,23.08,39.78,1744,Volcanic field,Historical
"Uwayrid, Harrat",Saudi Arabia,Arabia-W,27.08,37.25,1920,Volcanic field,Anthropology
"Yar, Jabal",Saudi Arabia,Arabia-W,17.05,42.83,305,Volcanic field,Historical
East Gakkel Ridge at 85°E,Arctic Ocean,Arctic Ocean,85.608,85.25,-3800,Submarine volcano,Holocene
Antofagasta Volcanic Field,Argentina,Argentina,-26.12,-67.4,3495,Scoria cones,Holocene
Apagado,Argentina,Argentina,-41.88,-72.58,1210,Cinder cone,Holocene
Aracar,Argentina,Argentina,-24.29,-67.783,6095,Stratovolcano,Uncertain
"Atuel, Caldera del",Argentina,Argentina,-34.65,-70.05,5189,Caldera,Holocene
"Blanco, Cerro",Argentina,Argentina,-26.789,-67.765,4670,Caldera,Holocene
"Condor, El",Argentina,Argentina,-26.632,-68.361,6373,Stratovolcano,Holocene
Domuyo,Argentina,Argentina,-36.638,-70.432,4702,Stratovolcano,Holocene
Falso Azufre,Argentina,Argentina,-26.8,-68.37,5906,Scoria cone,Holocene
Huanquihue Group,Argentina,Argentina,-39.887,-71.58,2189,Pyroclastic cone,Holocene
"Nevada, Sierra",Argentina,Argentina,-26.48,-68.58,6173,Stratovolcano,Holocene
Payun Matru,Argentina,Argentina,-36.422,-69.241,3715,Shield volcano,Holocene
Peinado,Argentina,Argentina,-26.623,-68.116,5741,Stratovolcano,Holocene
Puesto Cortaderas,Argentina,Argentina,-37.567,-69.617,970,Pyroclastic cone,Holocene
Pular,Argentina,Argentina,-24.188,-68.054,6233,Stratovolcano,Historical
Risco Plateado,Argentina,Argentina,-34.917,-69.981,4999,Stratovolcano,Holocene?
"Solo, El",Argentina,Argentina,-27.105,-68.713,6205,Complex volcano,Holocene
Tipas,Argentina,Argentina,-27.196,-68.561,6658,Complex volcano,Holocene
Trolon,Argentina,Argentina,-37.738,-70.906,2360,Lava domes,Holocene?
Tromen,Argentina,Argentina,-37.142,-70.03,3978,Stratovolcano,Holocene
